index,hash,key,description,english value,translated value
418,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'allMyFamilyText']",,All of my friends and family who helped play test,"Kaikki ystäväni ja perheeni, jotka auttoivat pelaamaan testiin"
419,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'codingGraphicsAudioText']",,"Coding, Graphics, and Audio by ${NAME}","Koodaus, grafiikka ja ääni ${NAME}:lta"
420,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'languageTranslationsText']",,Language Translations:,Kielen käännökset:
421,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'legalText']",,Legal:,Lakiasiat:
422,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'publicDomainMusicViaText']",,Public-domain music via ${NAME},Julkisen verkkotunnuksen musiikkia ${NAME}:n kautta
423,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'softwareBasedOnText']",,This software is based in part on the work of ${NAME},Tämä ohjelmisto perustuu osittain ${NAME}:n työhön
424,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'songCreditText']",,"${TITLE} Performed by ${PERFORMER}
Composed by ${COMPOSER}, Arranged by ${ARRANGER}, Published by ${PUBLISHER},
Courtesy of ${SOURCE}","${TITLE} Esittäjä ${PERFORMER}
Säveltäjä ${COMPOSER}, Järjestäjä: ${ARRANGER}, Julkaisija ${PUBLISHER},
${SOURCE}:n luvalla"
425,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'soundAndMusicText']",,Sound & Music:,Ääni ja musiikki:
426,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'soundsText']",,Sounds (${SOURCE}):,Äänet (${SOURCE}):
427,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'specialThanksText']",,Special Thanks:,Erityiset kiitokset:
428,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'thanksEspeciallyToText']",,Thanks especially to ${NAME},Kiitos erityisesti ${NAME}:lle
429,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'titleText']",,${APP_NAME} Credits,${APP_NAME} hyvitystä
430,d41d8cd98f00b204e9800998ecf8427e,"['creditsWindow', 'whoeverInventedCoffeeText']",,Whoever invented coffee,Kuka tahansa kahvin keksi
431,d41d8cd98f00b204e9800998ecf8427e,['currentStandingText'],For showing your current standing (rank) in a tournament.,Your current standing is #${RANK},Nykyinen sijoituksesi on #${RANK}
432,d41d8cd98f00b204e9800998ecf8427e,['customizeText'],"title of a button to customize playlists, etc
Context Image: http://files.froemling.net/translateGuideImages/freeForAllSelect.png",Customize...,Mukauta...
433,d41d8cd98f00b204e9800998ecf8427e,['deathsTallyText'],,${COUNT} deaths,${COUNT} kuolemaa
434,d41d8cd98f00b204e9800998ecf8427e,['deathsText'],,Deaths,Kuolemat
435,d41d8cd98f00b204e9800998ecf8427e,['debugText'],,debug,debug
436,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'reloadBenchmarkBestResultsText']","a warning shown when running the ""reload"" benchmark in Settings->Advanced->Benchmarks & Stress Tests",Note: it is recommended that you set Settings->Graphics->Textures to 'High' while testing this.,"Huomautus: on suositeltavaa, että asetat Asetukset->Grafiikka->Tektuurit arvoon 'Korkea' tätä testattaessa."
437,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'runCPUBenchmarkText']","title of a button to test CPU performance in the game
Context Image: http://files.froemling.net/translateGuideImages/benchmarks1.png",Run CPU Benchmark,Suorita CPU Benchmark
438,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'runGPUBenchmarkText']","title of a button to test GPU (Graphics) performance in the game
Context Image: http://files.froemling.net/translateGuideImages/benchmarks1.png",Run GPU Benchmark,Suorita GPU Benchmark
439,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'runMediaReloadBenchmarkText']","title of a button to test media-loading performance in the game
Context Image: http://files.froemling.net/translateGuideImages/benchmarks1.png",Run Media-Reload Benchmark,Suorita Media-Reload Benchmark
440,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'runStressTestText']","title of a button to run a stress test, which tests the ability of the game to handle large numbers of players",Run stress test,Suorita stressitesti
441,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'stressTestPlayerCountText']",,Player Count,Pelaajien määrä
442,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'stressTestPlaylistDescriptionText']",,Stress Test Playlist,Stressitesti soittolista
443,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'stressTestPlaylistNameText']",,Playlist Name,Soittolistan nimi
444,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'stressTestPlaylistTypeText']",,Playlist Type,Soittolistan tyyppi
445,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'stressTestRoundDurationText']",,Round Duration,Kierroksen kesto
446,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'stressTestTitleText']",,Stress Test,Stressitesti
447,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'titleText']","title of the window for doing stress tests & benchmarks
Context Image: http://files.froemling.net/translateGuideImages/benchmarks1.png",Benchmarks & Stress Tests,Vertailuarvot ja stressitestit
448,d41d8cd98f00b204e9800998ecf8427e,"['debugWindow', 'totalReloadTimeText']",used in the media-reload benchmark when reporting the total time the test took,Total reload time: ${TIME} (see log for details),Uudelleenlatausaika yhteensä: ${TIME} (katso lisätietoja lokista)
449,d41d8cd98f00b204e9800998ecf8427e,['defaultGameListNameText'],"The default game for a new game list; ${PLAYMODE} will be replaced with the translated play-mode (""Free-for-All"", ""Co-op"", ""Teams"", etc.)",Default ${PLAYMODE} Playlist,Oletussoittolista ${PLAYMODE}
450,d41d8cd98f00b204e9800998ecf8427e,['defaultNewGameListNameText'],name used when making a new game playlist,My ${PLAYMODE} Playlist,Oma ${PLAYMODE}-soittolista
451,d41d8cd98f00b204e9800998ecf8427e,['deleteText'],"generic label for a command to delete some item (playlist, soundtrack, player-profile, etc)",Delete,Poistaa
452,d41d8cd98f00b204e9800998ecf8427e,['demoText'],"used for things such as a ""demo"" version of the game which gives a quick sample of gameplay",Demo,Demo
453,d41d8cd98f00b204e9800998ecf8427e,['denyText'],,Deny,Kiellä
454,d41d8cd98f00b204e9800998ecf8427e,['deprecatedText'],Label for something that is scheduled to be removed at some point in the future and generally should no longer be used.,Deprecated,Käytöstä poistettu
455,d41d8cd98f00b204e9800998ecf8427e,['descriptionText'],,Description,Kuvaus
456,d41d8cd98f00b204e9800998ecf8427e,['desktopResText'],resolution settings that specifies to use the desktop resolution,Desktop Res,Desktop Res
457,d41d8cd98f00b204e9800998ecf8427e,['deviceAccountUpgradeText'],Shown as part of a UI that allows users to upgrade old device accounts to modern V2 accounts.,"Warning:
You are signed in with a device account (${NAME}).
Device accounts will be removed in a future update.
Upgrade to a V2 Account if you want to keep your progress.","Varoitus:
Olet kirjautunut sisään laitetilillä (${NAME}).
Laitteen tilit poistetaan tulevassa päivityksessä.
Päivitä V2-tiliin, jos haluat jatkaa edistymistäsi."
458,d41d8cd98f00b204e9800998ecf8427e,['difficultyEasyText'],"Label for ""easy"" mode, in which co-op levels are easier to complete",Easy,Helppo
459,d41d8cd98f00b204e9800998ecf8427e,['difficultyHardOnlyText'],Label shown over achievements/etc. that are available only when playing in hard mode.,Hard Mode Only,Vain kova tila
460,d41d8cd98f00b204e9800998ecf8427e,['difficultyHardText'],"Label for ""hard"" mode, in which co-op levels are harder to complete",Hard,Kovaa
461,d41d8cd98f00b204e9800998ecf8427e,['difficultyHardUnlockOnlyText'],A message shown when trying to play a campaign level that can only be unlocked in hard mode,"This level can only be unlocked in hard mode.
Do you think you have what it takes!?!?!","Tämä taso voidaan avata vain kovassa tilassa.
Luuletko, että sinulla on mitä tarvitset!?!?!"
462,d41d8cd98f00b204e9800998ecf8427e,['directBrowserToURLText'],used when displaying URLs on systems with no built-in web browser,Please direct a web-browser to the following URL:,Ohjaa verkkoselain seuraavaan URL-osoitteeseen:
463,d41d8cd98f00b204e9800998ecf8427e,['disabledText'],,Disabled,Ei käytössä
464,d41d8cd98f00b204e9800998ecf8427e,['disableRemoteAppConnectionsText'],Label for a checkbox to enable blocking connections from the BombSquad Remote app,Disable Remote-App Connections,Poista etäsovellusyhteydet käytöstä
465,d41d8cd98f00b204e9800998ecf8427e,['disableXInputDescriptionText'],"Description for disabling XInput on the windows version of the game and instead using DirectInput, which can allow more than 4 controllers to be used but which can cause minor problems",Allows more than 4 controllers but may not work as well.,"Sallii yli 4 ohjainta, mutta ei välttämättä toimi yhtä hyvin."
466,d41d8cd98f00b204e9800998ecf8427e,['disableXInputText'],"Name of the option for disabling XInput on the windows version of the game and instead using DirectInput, which can allow more than 4 controllers to be used but which can cause minor problems",Disable XInput,Poista XInput käytöstä
467,d41d8cd98f00b204e9800998ecf8427e,['discardText'],Label for a button which throws away some prize or item,Discard,Hävitä
468,d41d8cd98f00b204e9800998ecf8427e,['discordFriendsText'],,"Want to look for new people to play with?
Join our Discord and find new friends!","Haluatko etsiä uusia pelaajia?
Liity Discordiin ja löydä uusia ystäviä!"
469,d41d8cd98f00b204e9800998ecf8427e,['discordJoinText'],,Join the Discord,Liity Discordiin
470,d41d8cd98f00b204e9800998ecf8427e,['doneText'],"standard ""Done"" button in windows/dialogs",Done,Tehty
471,d41d8cd98f00b204e9800998ecf8427e,['drawText'],shown when a game is a draw (tie),Draw,Piirrä
472,d41d8cd98f00b204e9800998ecf8427e,['duplicateText'],"generic label for a command to duplicate some item (playlist, soundtrack, player-profile, etc)",Duplicate,Kopioi
473,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'addGameText']","label for the button to add a game in the playlist-editor
Context Image: http://files.froemling.net/translateGuideImages/editPlaylist.png","Add
Game","Lisää
Peli"
474,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'cantOverwriteDefaultText']",,Can't overwrite the default playlist!,Oletussoittolistaa ei voi korvata!
475,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'cantSaveAlreadyExistsText']",error message shown when trying to save a game playlist using a name that already exists,A playlist with that name already exists!,Samanniminen soittolista on jo olemassa!
476,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'cantSaveEmptyListText']",error message shown when trying to save a game playlist without adding any games to it,Can't save an empty playlist!,Tyhjää soittolistaa ei voi tallentaa!
477,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'editGameText']","label for the button to edit a game in the playlist-editor
Context Image: http://files.froemling.net/translateGuideImages/editPlaylist.png","Edit
Game","Muokkaa
Peli"
478,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'listNameText']","label next to the playlist-name textfield in the playlist-editor
Context Image: http://files.froemling.net/translateGuideImages/editPlaylist.png",Playlist Name,Soittolistan nimi
479,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'nameText']",,Name,Nimi
480,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'removeGameText']","label for the button to remove a game in the playlist-editor
Context Image: http://files.froemling.net/translateGuideImages/editPlaylist.png","Remove
Game","Poista
Peli"
481,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'saveText']",,Save List,Tallenna lista
482,d41d8cd98f00b204e9800998ecf8427e,"['editGameListWindow', 'titleText']","title in the playlist-editor
Context Image: http://files.froemling.net/translateGuideImages/editPlaylist.png",Playlist Editor,Soittolistaeditori
483,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'accountProfileInfoText']","explanation for the special ""Account Profile"" player-profile","This special profile has a name
and icon based on your account.

${ICONS}

Create custom profiles to use
different names or custom icons.","Tällä erikoisprofiililla on nimi
ja kuvake tilisi perusteella.

${ICONS}

Luo mukautettuja profiileja käytettäväksi
eri nimiä tai mukautettuja kuvakkeita."
484,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'accountProfileText']",name of the special player-profile that uses your signed-in account name as your player name,(account profile),(tilin profiili)
485,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'availableText']","when reserving a global player profile name, this is shown if your name is available","The name ""${NAME}"" is available.","Nimi ""${NAME}"" on saatavilla."
486,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'characterText']","label below the character-select button in the profile-editor
Context Image: http://files.froemling.net/translateGuideImages/profile.png",character,merkki
487,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'checkingAvailabilityText']",shown when checking the availability of a global profile name,"Checking availability for ""${NAME}""...","Tarkistetaan ""${NAME}"" saatavuutta..."
488,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'colorText']",the label for the player-profile primary color,color,väri
489,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'getMoreCharactersText']","label for a button in the character-selector to go to the store
Context Image: http://files.froemling.net/translateGuideImages/characterSelect.png",Get More Characters...,Hanki lisää hahmoja...
490,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'getMoreIconsText']",label for a button leading to the icons section of the store (for buying icons to use with global player profiles),Get More Icons...,Hanki lisää kuvakkeita...
491,d41d8cd98f00b204e9800998ecf8427e,"['editProfileWindow', 'globalProfileInfoText']",explanation for global player profiles,"Global player profiles are guaranteed to have unique
names worldwide. They also include custom icons.","Globaalit pelaajaprofiilit ovat taatusti ainutlaatuisia
nimiä maailmanlaajuisesti. Ne sisältävät myös mukautettuja kuvakkeita."
